Parallelism,region,"('Throughput_OUT', 'mean')","('Throughput_OUT', 'std')","('Throughput_IN', 'mean')","('Throughput_IN', 'std')",Predictions
1,1,101716.1266666628,9228.80445012902,101716.12733333027,9228.80041251748,
2,1,162215.88888888576,9791.726790556937,161192.7416666635,12177.01267517004,212740.0
